'F1011flb.bmp'	27.8966467102388	29.1682337036623	29.4569073296673	33.5064697451744	33.5064697451744
'F1019flb.bmp'	23.1186749671124	33.9151241441460	35.6812131633192	35.6812131633192	33.9151241441460
'F1031flb.bmp'	35.9351914205019	37.7524046917874	38.0941372759893	44.8433558139769	34.0385755781814
'F1051flb.bmp'	22.2951354215492	34.7683873728831	37.1028551631376	27.9850822311439	34.7683873728831
'F1053flb.bmp'	31.4792815295420	35.1061561424350	35.5529156132281	40.1870297602729	33.9425507935057
'F1059flb.bmp'	21.7685492801772	27.3831672203765	28.5891472868217	28.7851605758583	33.2403100775194
'F1064flb.bmp'	17.7466668078662	26.5649323830603	26.5649323830603	22.3713054252401	33.5924345275286
'F1079flb.bmp'	13.6092886740331	30.5205455801105	32.8750863259669	24.5003884668508	33.1394595994475
'F1083flb.bmp'	18.2576512133285	27.3202643969576	27.5205994204998	21.9712060847519	33.5249909453097
'F1096flb.bmp'	22.9371413152897	27.5552880374433	28.1717327909173	24.0797434593551	33.3689639784556
'F1097flb.bmp'	23.7057589497192	28.5522546299429	30.5722857594009	29.0654395344116	34.1882655478108
'F1101flb.bmp'	24.3930164096884	32.8038318419851	34.2738057069574	39.2278022287641	34.2738057069574
'F1102flb.bmp'	25.9000548912400	27.1012043783836	27.8847499219683	30.0717891315345	34.2123107059444
'F1103flb.bmp'	19.3181305034997	33.2998419507790	36.7464438925265	27.1630164822759	33.2998419507790
